OBJECTID,SITE_NAME,GAZ_NAME,GFE_ID,Y_LAT,X_LONG,GFE_TYPE,WS_CDE_20K,WS_CDE_50K,CU_NAME,FULL_CU_IN,SP_QUAL,CU_TYPE,POP_ID,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO
252,TSITIKA RIVER,TSITIKA RIVER,1117,50.48083315,-126.5866313,Stream,920-782999-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-782100-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND-NORTH_FA_0.x,CK-29,CK,Current,52678,EVI,SFj,EVI+SFj
253,WHITE RIVER,WHITE RIVER,1122,50.30733046,-125.9025875,Stream,920-722273-132687-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-725300-14700-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND-NORTH_FA_0.x,CK-29,CK,Current,52728,EVI,SFj,EVI+SFj
254,HARRISON RIVER,HARRISON RIVER,179,49.22891514,-121.946601,Stream,100-077501-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,110-000000-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_FA_0.3,CK-3,CK,Current,46034,LFR,GStr,LFR+GStr
255,ATLEO RIVER,ATLEO RIVER,1336,49.36991725,-126.0583364,Stream,930-400575-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-403700-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,41133,WVI,WVI,WVI+WVI
256,AYUM CREEK,AYUM CREEK,1219,48.39103117,-123.6584798,Stream,930-021209-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-020300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40133,WVI,WVI,WVI+WVI
257,BEDWELL RIVER,BEDWELL RIVER,7990630,49.38831365,-125.7596205,Stream,930-350962-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-355300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,45190,WVI,WVI,WVI+WVI
258,BEDWELL RIVER,BEDWELL RIVER,1327,49.36425733,-125.7768433,Stream,930-350962-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-355300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,52318,WVI,WVI,WVI+WVI
259,CAMPUS CREEK,CAMPUS CREEK,1247,48.81378911,-124.6699556,Stream,930-073434-283356-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-071700-28000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40408,WVI,WVI,WVI+WVI
260,CANOE PASS CREEK,CANOE PASS CREEK,1281,48.95771823,-125.2190425,Stream,930-201925-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-207400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40728,WVI,WVI,WVI+WVI
261,CARNATION CREEK,CARNATION CREEK,1254,48.91360195,-125.0037843,Stream,930-113555-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40478,WVI,WVI,WVI+WVI
262,CATARACT CREEK,CATARACT CREEK,1285,49.01649677,-125.2779667,Stream,930-214171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-220100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40768,WVI,WVI,WVI+WVI
263,CAYCUSE RIVER,CAYCUSE RIVER,1246,48.79746198,-124.6828129,Stream,930-073434-258445-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-071700-25700-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40398,WVI,WVI,WVI+WVI
264,CHARTERS RIVER,CHARTERS RIVER,1224,48.41354934,-123.7128537,Stream,930-023810-166984-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-022100-16400-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40183,WVI,WVI,WVI+WVI
265,CHINA CREEK,CHINA CREEK,1259,49.15290903,-124.7905115,Stream,930-133780-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-132300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40528,WVI,WVI,WVI+WVI
266,CLAYOQUOT RIVER - LOWER,CLAYOQUOT RIVER,1310,49.18338133,-125.5376472,Stream Segment,930-302211-132423-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-306400-13900-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,52153,WVI,WVI,WVI+WVI
267,CLAYOQUOT RIVER - UPPER,CLAYOQUOT RIVER,1311,49.20125801,-125.5126189,Stream Segment,930-302211-132423-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-306400-13900-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,52163,WVI,WVI,WVI+WVI
268,CLEMENS CREEK,CLEMENS CREEK,2470,49.13563333,-125.137861,Stream,930-164367-991909-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-162500-98800-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,131,WVI,WVI,WVI+WVI
269,COEUR D'ALENE CREEK,COEUR D'ALENE CREEK,1278,49.04569594,-125.1381025,Stream,930-187551-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-193200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40698,WVI,WVI,WVI+WVI
270,COLEMAN CREEK,COLEMAN CREEK,1257,49.00626566,-124.8577044,Stream,930-125279-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-124200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40508,WVI,WVI,WVI+WVI
271,CONSINKA CREEK,CONSINKA CREEK,1255,48.9359891,-124.9816979,Stream,930-118343-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-117000-05400-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40488,WVI,WVI,WVI+WVI
272,COUS CREEK,COUS CREEK,1267,49.18370799,-124.8296651,Stream,930-144842-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-143000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40593,WVI,WVI,WVI+WVI
273,CYPRE RIVER,CYPRE RIVER,1329,49.27728084,-125.9196799,Stream,930-365210-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-368500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,52338,WVI,WVI,WVI+WVI
274,DE MAMIEL CREEK,DE MAMIEL CREEK,1222,48.38983341,-123.7087257,Stream,930-023810-032234-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-022100-02800-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40163,WVI,WVI,WVI+WVI
275,DEER CREEK,DEER CREEK,1264,49.33117161,-124.9150558,Stream,930-139262-993282-107938-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-137400-99500-08700-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40569,WVI,WVI,WVI+WVI
276,DOOBAH CREEK,DOOBAH CREEK,1243,48.74012472,-124.737508,Stream,930-073434-165378-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-071700-15800-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40373,WVI,WVI,WVI+WVI
277,DRINKWATER CREEK,DRINKWATER CREEK,1266,49.39560137,-125.4165989,Stream,930-139262-993282-984566-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-137400-99500-78800-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40583,WVI,WVI,WVI+WVI
278,EFFINGHAM RIVER,EFFINGHAM RIVER,1279,49.09534128,-125.200767,Stream,930-191124-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-196400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40708,WVI,WVI,WVI+WVI
279,FRANKLIN RIVER,FRANKLIN RIVER,1258,49.10302885,-124.8169583,Stream,930-130606-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-129400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40518,WVI,WVI,WVI+WVI
280,GORDON RIVER,GORDON RIVER,1238,48.5763729,-124.4146503,Stream,930-056675-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-054700-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40323,WVI,WVI,WVI+WVI
281,HARRIS CREEK,HARRIS CREEK,1235,48.58229161,-124.275578,Stream,930-055749-213082-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-053800-22100-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40293,WVI,WVI,WVI+WVI
282,HENDERSON LAKE,HENDERSON LAKE,1273,49.0283341,-125.0511539,Lake,930-164367-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-162500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40648,WVI,WVI,WVI+WVI
283,ICE RIVER,ICE RIVER,1343,49.47413788,-126.2305348,Stream,930-423523-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-426900-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,41198,WVI,WVI,WVI+WVI
284,ITATSOO CREEK,ITATSOO CREEK,1294,48.92720166,-125.5041153,Stream,930-232561-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-239300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,39588,WVI,WVI,WVI+WVI
285,KENNEDY LAKE FEEDER STREAMS,,7990617,49.1289267,-125.4355738,Stream,930-302211-399621-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-306400-39000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,52098,WVI,WVI,WVI+WVI
286,KENNEDY RIVER - LOWER,KENNEDY RIVER,1306,49.13655189,-125.6676695,Stream Segment,930-302211-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-306400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,52118,WVI,WVI,WVI+WVI
287,KENNEDY RIVER - UPPER,KENNEDY RIVER,1305,49.12740279,-125.4348961,Stream Segment,930-302211-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-306400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,52108,WVI,WVI,WVI+WVI
288,KLANAWA RIVER,KLANAWA RIVER,1248,48.69869714,-124.9476867,Stream,930-077174-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-075500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40418,WVI,WVI,WVI+WVI
289,LENS CREEK,LENS CREEK,1237,48.586407,-124.258357,Stream,930-055749-238722-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-053800-25200-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40313,WVI,WVI,WVI+WVI
290,LITTLE TOQUART CREEK,LITTLE TOQUART CREEK,1289,49.04107712,-125.3609243,Stream,930-223732-027604-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-230500-03800-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,39538,WVI,WVI,WVI+WVI
291,LUCKY CREEK,LUCKY CREEK,1287,49.02744374,-125.3054012,Stream,930-221312-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-227800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40788,WVI,WVI,WVI+WVI
292,MACKTUSH CREEK,MACKTUSH CREEK,1269,49.11130692,-124.8264514,Stream,930-148806-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-147000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40608,WVI,WVI,WVI+WVI
293,MAGGIE RIVER,MAGGIE RIVER,1290,48.98495147,-125.3934898,Stream,930-227126-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-233800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,39548,WVI,WVI,WVI+WVI
294,MEGIN RIVER,MEGIN RIVER,1341,49.43683073,-126.0849837,Stream,930-410014-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-413500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,41178,WVI,WVI,WVI+WVI
295,MERCANTILE CREEK,MERCANTILE CREEK,1296,48.96298492,-125.5584854,Stream,930-236502-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-243300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,39608,WVI,WVI,WVI+WVI
296,MOYEHA RIVER,MOYEHA RIVER,1335,49.41797231,-125.9124379,Stream,930-388774-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-391800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,41123,WVI,WVI,WVI+WVI
297,MURIEL LAKE,MURIEL LAKE,1308,49.12404568,-125.614759,Lake,930-302211-024981-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-306400-02600-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,52138,WVI,WVI,WVI+WVI
298,NAHMINT RIVER,NAHMINT RIVER,1270,49.06233209,-124.8844262,Stream,930-152772-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-150800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40618,WVI,WVI,WVI+WVI
299,NITINAT RIVER,NITINAT RIVER,1242,48.67076001,-124.851885,Stream,930-073434-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-071700-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40363,WVI,WVI,WVI+WVI
300,PIPESTEAM CREEK,,1286,49.03768332,-125.2005414,Stream,930-217626-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-224000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40778,WVI,WVI,WVI+WVI
301,RENFREW CREEK,RENFREW CREEK,1234,48.58168716,-124.3417366,Stream,930-055749-116228-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-053800-12100-05400-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40283,WVI,WVI,WVI+WVI
302,ROCKY CREEK,,1223,48.40168141,-123.7499777,Stream,930-023810-032234-285250-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-022100-02800-27800-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40173,WVI,WVI,WVI+WVI
303,SAN JUAN RIVER,SAN JUAN RIVER,1231,48.55997814,-124.3987804,Stream,930-055749-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-053800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40253,WVI,WVI,WVI+WVI
304,SAND RIVER,SAND RIVER,2474,49.11275622,-125.5021961,Stream,930-302211-342758-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-306400-33200-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,44536,WVI,WVI,WVI+WVI
305,SARITA RIVER,SARITA RIVER,1252,48.89706946,-125.0169178,Stream,930-112460-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-110800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40458,WVI,WVI,WVI+WVI
306,SMITH CREEK,SMITH CREEK,1298,48.97802314,-125.5744113,Stream,930-237609-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-244500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40818,WVI,WVI,WVI+WVI
307,SNUG BASIN CREEK,,1272,49.02521424,-125.0236787,Stream,930-163426-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-161600-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40638,WVI,WVI,WVI+WVI
308,SOMASS RIVER,SOMASS RIVER,1261,49.24639679,-124.8198397,Stream,930-139262-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-137400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40548,WVI,WVI,WVI+WVI
309,SOMASS RIVER,SOMASS RIVER,1261,49.24639679,-124.8198397,Stream,930-139262-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-137400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40549,WVI,WVI,WVI+WVI
310,SOMASS-SPROAT-GC SYSTEM,SOMASS RIVER,11485,49.24639679,-124.8198397,Stream Aggregate,930-139262-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-137400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,3306,WVI,WVI,WVI+WVI
311,SOOKE RIVER,SOOKE RIVER,1221,48.38412518,-123.6990178,Stream,930-023810-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-022100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CK-31,CK,Current,40153,WVI,WVI,WVI+WVI
